rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783146824.951,20,20,3983,0,0,-9,41,-58,1025,4,3,4,101325,2500,7399,483,0xf,False,0x0
1783146825.152,21,21,4183,0,0,10,17,-8,982,5,4,3,101325,2500,7399,504,0xf,False,0x0
1783146825.354,22,22,4386,0,0,15,-38,9,1039,-2,5,-5,101325,2500,7399,494,0xf,False,0x0
1783146825.555,23,23,4586,0,0,17,-28,33,1010,4,-2,-4,101325,2500,7399,488,0xf,False,0x0
1783146825.783,24,24,4815,0,0,3,-8,43,1040,1,2,-4,101325,2500,7399,509,0xf,False,0x0
1783146825.984,25,25,5015,1,0,-18,21,-45,1029,5,1,-3,101325,2500,7398,506,0xf,False,0x0
1783146826.218,26,26,5249,1,0,20,-47,-24,1047,-1,-5,-3,101325,2500,7398,501,0xf,False,0x0
1783146826.418,27,27,5450,1,0,-1,44,50,1046,-1,-5,-1,101325,2500,7398,507,0xf,False,0x0
1783146826.682,28,28,5714,1,0,-17,-5,-29,1041,-5,2,-5,101325,2500,7398,513,0xf,False,0x0
1783146826.883,29,29,5915,1,0,-9,12,23,1049,0,3,-5,101325,2500,7398,484,0xf,False,0x0
1783146827.122,30,30,6154,1,0,4,-56,-2,1040,5,0,-2,101325,2500,7398,486,0xf,False,0x0
1783146827.323,31,31,6354,1,0,14,-8,-48,977,3,3,5,101325,2500,7398,512,0xf,False,0x0
1783146827.545,32,32,6576,1,0,-13,-23,40,1029,-1,-4,-1,101325,2500,7398,516,0xf,False,0x0
1783146827.745,33,33,6777,1,0,3,28,56,1006,-3,-2,-4,101325,2500,7398,511,0xf,False,0x0
1783146827.979,34,34,7010,1,0,-6,36,-2,1042,-1,3,0,101325,2500,7398,505,0xf,False,0x0
1783146828.180,35,35,7211,1,0,-1,-40,-27,973,-2,5,1,101325,2500,7398,482,0xf,False,0x0
1783146828.384,36,36,7415,1,0,-13,30,48,975,2,5,1,101325,2500,7398,497,0xf,False,0x0
1783146828.586,37,37,7617,1,0,0,-60,52,1041,-2,0,4,101325,2500,7397,500,0xf,False,0x0
1783146828.852,38,38,7883,1,0,-4,-22,37,1042,-1,1,-5,101325,2500,7397,504,0xf,False,0x0
1783146829.052,39,39,8084,1,0,-20,-17,-47,1000,0,4,-3,101325,2500,7397,485,0xf,False,0x0
1783146829.259,40,40,8290,1,0,-5,-43,-36,974,0,5,0,101325,2500,7397,510,0xf,False,0x0
1783146829.460,41,41,8491,1,0,-8,-19,41,951,-2,-5,2,101325,2500,7397,507,0xf,False,0x0
1783146829.710,42,42,8742,1,0,-7,5,-6,958,0,4,0,101325,2500,7397,494,0xf,False,0x0
1783146829.911,43,43,8942,1,0,11,33,-29,965,4,2,-5,101325,2500,7397,480,0xf,False,0x0
1783146830.158,44,44,9189,1,0,5,58,47,990,1,2,-5,101325,2500,7397,511,0xf,False,0x0
1783146830.358,45,45,9390,1,0,-16,-55,-36,975,0,0,-2,101325,2500,7397,511,0xf,False,0x0
1783146830.613,46,46,9644,1,0,14,21,-35,966,4,1,5,101325,2500,7397,509,0xf,False,0x0
1783146830.813,47,47,9845,1,0,-7,8,45,1031,-3,1,5,101325,2500,7397,505,0xf,False,0x0
1783146831.084,48,48,10115,2,0,739,12,39,1217,2,0,1,101235,2495,7396,494,0xf,False,0x0
1783146831.284,49,49,10316,2,0,1976,31,35,1511,4,-4,2,101083,2487,7396,495,0xf,False,0x0
1783146831.526,50,50,10557,2,0,3416,22,-16,1834,4,0,1,100905,2477,7396,499,0xf,False,0x0
1783146831.773,51,51,10805,2,0,4877,-29,-10,2193,4,-3,4,100729,2468,7396,491,0xf,False,0x0
1783146831.979,52,52,11011,2,0,6047,13,52,2458,5,-5,3,100586,2460,7396,485,0xf,False,0x0
1783146832.180,53,53,11212,2,0,7187,-27,-31,2710,5,-3,-2,100450,2453,7396,512,0xf,False,0x0
1783146832.399,54,54,11430,2,0,8347,15,59,3003,-3,4,0,100306,2445,7396,506,0xf,False,0x0
1783146832.599,55,55,11631,2,0,9410,-3,15,3113,-1,5,1,100179,2438,7396,487,0xf,False,0x0
1783146832.800,56,56,11831,2,0,10392,58,-2,3260,3,0,-4,100054,2432,7396,501,0xf,False,0x0
1783146833.022,57,57,12053,2,0,11507,16,15,3435,2,-4,-2,99921,2425,7396,508,0xf,False,0x0
1783146833.222,58,58,12253,3,1,12451,-18,-23,3494,-4,0,5,99805,2419,7396,488,0xf,False,0x0
1783146833.426,59,59,12457,3,1,13385,-10,59,3459,-3,3,4,99691,2412,7396,491,0xf,False,0x0
1783146833.626,60,60,12658,3,1,14287,49,1,3478,2,3,-5,99582,2407,7395,502,0xf,False,0x0
1783146833.830,61,61,12862,3,1,15164,22,54,3409,-4,2,3,99475,2401,7395,491,0xf,False,0x0
1783146834.031,62,62,13062,3,1,15997,14,26,3375,-3,-3,-3,99373,2396,7395,498,0xf,False,0x0
1783146834.238,63,63,13270,3,1,16845,-23,-3,3230,-1,-3,-3,99272,2390,7395,497,0xf,False,0x0
1783146834.439,64,64,13470,3,1,17577,50,-18,3013,4,5,-5,99178,2385,7395,504,0xf,False,0x0
1783146834.840,66,66,13872,3,1,19036,9,-34,2597,-1,1,0,99000,2376,7395,489,0xf,False,0x0
1783146835.041,67,67,14072,3,1,19741,-49,39,2404,-1,-3,-1,98917,2371,7395,500,0xf,False,0x0
1783146835.242,68,68,14273,3,1,20400,-7,-16,2138,2,3,-3,98838,2367,7395,505,0xf,False,0x0
1783146835.451,69,69,14483,3,1,21043,-51,22,1824,2,1,2,98759,2363,7395,480,0xf,False,0x0
1783146835.652,70,70,14683,3,1,21631,6,0,1443,1,5,3,98687,2359,7395,516,0xf,False,0x0
1783146835.853,71,71,14884,3,1,22190,-5,13,1135,4,-5,-5,98618,2355,7395,506,0xf,False,0x0
1783146836.054,72,72,15085,3,1,22712,-25,59,-188,2,0,-1,98554,2352,7394,490,0xf,False,0x0
1783146836.288,73,73,15319,3,1,23279,3,-40,-232,-4,-5,5,98483,2348,7394,502,0xf,False,0x0
1783146836.488,74,74,15520,3,1,23760,-42,3,-209,3,4,5,98426,2345,7394,504,0xf,False,0x0
1783146836.738,75,75,15769,3,1,24306,-29,20,-241,-1,-2,-2,98361,2342,7394,501,0xf,False,0x0
1783146836.939,76,76,15970,3,1,24700,-24,-16,-266,1,-4,4,98313,2339,7394,484,0xf,False,0x0
1783146837.182,77,77,16213,3,1,25119,34,58,-299,-4,5,2,98259,2336,7394,481,0xf,False,0x0
1783146837.382,78,78,16413,3,1,25437,41,-56,-335,2,5,-5,98219,2334,7394,492,0xf,False,0x0
1783146837.589,79,79,16620,3,1,25779,-14,-39,-293,3,5,-2,98181,2332,7394,491,0xf,False,0x0
1783146837.789,80,80,16821,3,1,26048,56,-40,-341,-5,5,-1,98148,2330,7394,487,0xf,False,0x0
1783146837.990,81,81,17021,3,1,26254,-18,26,-361,1,-2,-2,98119,2329,7394,485,0xf,False,0x0
1783146838.190,82,82,17222,3,1,26498,59,47,-426,4,-1,3,98094,2327,7394,493,0xf,False,0x0
1783146838.391,83,83,17422,3,1,26651,17,-15,-345,4,5,1,98072,2326,7394,487,0xf,False,0x0
1783146838.593,84,84,17624,3,1,26815,14,-47,-414,-1,-1,4,98054,2325,7393,517,0xf,False,0x0
1783146838.808,85,85,17840,3,1,26922,-35,-39,-400,-2,1,5,98039,2324,7393,516,0xf,False,0x0
1783146839.009,86,86,18040,3,1,27011,45,-44,-458,3,-2,2,98028,2324,7393,483,0xf,False,0x0
1783146839.210,87,87,18241,3,1,27091,-12,28,-508,-2,5,-5,98022,2324,7393,503,0xf,False,0x0
1783146839.410,88,88,18442,3,1,27116,6,12,-525,5,5,2,98019,2323,7393,495,0xf,False,0x0
1783146839.611,89,89,18642,3,1,27071,-50,-51,-67,-1,3,-1,98022,2324,7393,516,0xf,False,0x0
1783146839.811,90,90,18843,3,1,27013,-2,-52,-121,0,-1,2,98028,2324,7393,509,0xf,False,0x0
1783146840.012,91,91,19043,3,1,26985,-9,-3,-128,3,0,5,98035,2324,7393,493,0xf,False,0x0
1783146840.242,92,92,19273,3,1,26916,34,18,-46,-3,1,4,98042,2325,7393,503,0xf,False,0x0
1783146840.442,93,93,19474,3,1,26843,-57,8,-60,-5,1,1,98048,2325,7393,508,0xf,False,0x0
1783146840.714,94,94,19745,3,1,26771,41,-51,-75,-3,-1,-4,98056,2325,7393,513,0xf,False,0x0
1783146840.915,95,95,19947,3,1,26746,-12,-10,-132,4,-3,0,98062,2326,7393,483,0xf,False,0x0
1783146841.116,96,96,20147,3,1,26693,33,-33,-112,5,0,1,98069,2326,7392,502,0xf,False,0x0
1783146841.350,97,97,20382,3,1,26646,-31,17,-46,4,2,-4,98076,2326,7392,518,0xf,False,0x0
1783146841.551,98,98,20582,3,1,26589,37,13,-122,-4,3,4,98082,2327,7392,494,0xf,False,0x0
1783146841.760,99,99,20792,3,1,26512,-44,-33,-112,-3,2,-3,98089,2327,7392,510,0xf,False,0x0
1783146842.161,101,101,21192,3,1,26427,57,53,-104,5,-3,1,98101,2328,7392,496,0xf,False,0x0
1783146842.361,102,102,21393,3,1,26377,-26,-56,-73,0,-4,-2,98107,2328,7392,482,0xf,False,0x0
1783146842.562,103,103,21593,3,1,26313,21,-29,-120,-1,5,0,98114,2328,7392,514,0xf,False,0x0
1783146842.762,104,104,21794,3,1,26261,-27,53,-117,-5,5,-2,98120,2329,7392,487,0xf,False,0x0
1783146842.986,105,105,22018,3,1,26218,27,7,-148,-5,1,-2,98127,2329,7392,484,0xf,False,0x0
1783146843.187,106,106,22218,3,1,26146,14,17,-57,-4,5,-1,98133,2329,7392,519,0xf,False,0x0
1783146843.653,108,108,22684,3,1,26019,33,26,-66,1,-1,-4,98148,2330,7391,509,0xf,False,0x0
1783146843.907,109,109,22939,3,1,25970,44,31,-58,2,5,3,98156,2331,7391,520,0xf,False,0x0
1783146844.108,110,110,23139,3,1,25926,43,-40,-116,-1,-2,0,98162,2331,7391,486,0xf,False,0x0
1783146844.323,111,111,23355,3,1,25869,31,45,-75,-4,-5,-4,98169,2331,7391,500,0xf,False,0x0
1783146844.524,112,112,23555,3,1,25819,27,-25,-57,1,2,-1,98176,2332,7391,509,0xf,False,0x0
1783146844.765,113,113,23796,3,1,25727,-41,-48,-147,-4,-5,-4,98183,2332,7391,509,0xf,False,0x0
1783146844.965,114,114,23997,3,1,25686,-15,-29,-86,5,-4,-5,98190,2332,7391,493,0xf,False,0x0
1783146845.205,115,115,24236,3,1,25619,-21,-45,-55,-3,-1,0,98197,2333,7391,503,0xf,False,0x0
1783146845.405,116,116,24436,3,1,25566,-27,-44,-79,-2,0,-4,98204,2333,7391,492,0xf,False,0x0
1783146845.608,117,117,24639,3,1,25507,-48,-45,-38,-5,-1,3,98210,2334,7391,513,0xf,False,0x0
1783146845.824,118,118,24855,3,1,25477,-34,-13,-131,-3,-1,0,98217,2334,7391,488,0xf,False,0x0
1783146846.024,119,119,25056,3,1,25412,5,-1,-62,-4,4,0,98224,2334,7390,488,0xf,False,0x0
1783146846.225,120,120,25256,3,1,25346,49,-21,-97,-2,-1,-5,98230,2335,7390,508,0xf,False,0x0
1783146846.426,121,121,25457,3,1,25290,-51,-25,-129,-1,5,-5,98237,2335,7390,484,0xf,False,0x0
1783146846.803,122,122,25835,3,1,25195,40,18,-126,-1,3,5,98249,2336,7390,482,0xf,False,0x0
1783146847.004,123,123,26035,3,1,25174,-35,54,-101,3,5,4,98255,2336,7390,512,0xf,False,0x0
1783146847.262,124,124,26293,3,1,25072,-50,41,-85,3,-2,-3,98264,2336,7390,499,0xf,False,0x0
1783146847.463,125,125,26495,3,1,25028,-47,-45,-75,1,-3,2,98270,2337,7390,508,0xf,False,0x0
1783146847.689,126,126,26720,3,1,24960,4,6,-120,4,0,-2,98278,2337,7390,519,0xf,False,0x0
1783146847.890,127,127,26921,3,1,24940,-27,28,-103,3,-1,-2,98284,2338,7390,498,0xf,False,0x0
1783146848.094,128,128,27126,3,1,24879,-18,30,-140,-2,-4,5,98291,2338,7390,485,0xf,False,0x0
1783146848.296,129,129,27327,3,1,24808,0,48,-81,4,-4,0,98298,2338,7390,483,0xf,False,0x0
1783146848.536,130,130,27567,3,1,24748,14,-57,-91,4,5,1,98305,2339,7389,487,0xf,False,0x0
1783146848.736,131,131,27768,3,1,24693,-27,21,-58,1,-4,-4,98312,2339,7389,506,0xf,False,0x0
1783146848.976,132,132,28008,3,1,24615,-42,29,-85,-1,4,0,98320,2339,7389,509,0xf,False,0x0
1783146849.176,133,133,28208,3,1,24583,30,60,-145,-3,-2,-3,98327,2340,7389,493,0xf,False,0x0
1783146849.413,134,134,28445,3,1,24516,28,28,-132,-3,2,-4,98334,2340,7389,497,0xf,False,0x0
1783146849.614,135,135,28645,3,1,24442,-40,48,-77,-4,5,3,98341,2341,7389,502,0xf,False,0x0
1783146849.862,136,136,28893,3,1,24380,-7,51,-77,4,4,2,98349,2341,7389,506,0xf,False,0x0
1783146850.062,137,137,29093,3,1,24340,-18,-2,-78,0,1,0,98356,2341,7389,482,0xf,False,0x0
1783146850.314,138,138,29345,3,1,24245,39,-34,-95,3,0,2,98364,2342,7389,498,0xf,False,0x0
1783146850.514,139,139,29546,3,1,24193,-11,44,-43,2,1,2,98371,2342,7389,486,0xf,False,0x0
1783146850.870,140,140,29902,3,1,24117,21,-4,-82,-1,4,-5,98383,2343,7389,504,0xf,False,0x0
1783146851.317,142,142,30349,3,1,23971,53,-30,-66,4,3,4,98398,2344,7388,514,0xf,False,0x0
1783146851.518,143,143,30549,3,1,23932,18,-49,-54,4,3,3,98405,2344,7388,508,0xf,False,0x0
1783146851.762,144,144,30793,3,1,23870,1,-33,-73,-1,-4,3,98413,2344,7388,502,0xf,False,0x0
1783146851.962,145,145,30994,3,1,23816,-32,3,-62,3,-2,2,98420,2345,7388,489,0xf,False,0x0
1783146852.404,147,147,31435,3,1,23686,27,-9,-90,-5,-4,-5,98435,2346,7388,498,0xf,False,0x0
1783146852.639,148,148,31671,3,1,23624,10,-54,-98,1,5,0,98443,2346,7388,499,0xf,False,0x0
1783146853.054,150,150,32085,3,1,23482,-10,18,-109,-1,-4,1,98457,2347,7388,496,0xf,False,0x0
1783146853.254,151,151,32286,3,1,23438,-21,47,-140,-3,1,1,98464,2347,7388,501,0xf,False,0x0
1783146853.500,152,152,32531,3,1,23357,-10,28,-137,2,5,-5,98473,2348,7387,510,0xf,False,0x0
1783146853.700,153,153,32732,3,1,23337,-43,16,-89,4,0,1,98480,2348,7387,492,0xf,False,0x0
1783146853.941,154,154,32973,3,1,23248,-50,-53,-97,-4,5,-2,98488,2348,7387,496,0xf,False,0x0
1783146854.142,155,155,33174,3,1,23203,20,-8,-153,1,-3,-4,98495,2349,7387,484,0xf,False,0x0
1783146854.380,156,156,33412,3,1,23107,19,28,-66,2,-1,1,98503,2349,7387,503,0xf,False,0x0
1783146854.581,157,157,33613,3,1,23066,-42,36,-37,-3,-4,0,98510,2350,7387,502,0xf,False,0x0
1783146854.830,158,158,33862,3,1,22996,-38,-53,-79,4,1,-3,98519,2350,7387,516,0xf,False,0x0
1783146855.031,159,159,34062,3,1,22941,36,-49,-105,-5,5,-3,98526,2350,7387,511,0xf,False,0x0
1783146855.272,160,160,34304,3,1,22883,-49,29,-150,3,-5,-4,98534,2351,7387,500,0xf,False,0x0
1783146855.473,161,161,34505,3,1,22824,56,-46,-71,0,-4,-1,98541,2351,7387,515,0xf,False,0x0
1783146855.718,162,162,34749,3,1,22737,13,-4,-82,3,3,0,98550,2352,7387,508,0xf,False,0x0
1783146855.918,163,163,34950,3,1,22664,26,27,-59,4,2,-2,98557,2352,7387,495,0xf,False,0x0
1783146856.179,164,164,35210,3,1,22597,-54,11,-131,5,-5,-4,98566,2353,7386,498,0xf,False,0x0
1783146856.379,165,165,35411,3,1,22547,-24,36,-135,-3,-3,-4,98573,2353,7386,486,0xf,False,0x0
1783146856.631,166,166,35662,3,1,22469,5,-33,-140,1,-5,2,98582,2353,7386,519,0xf,False,0x0
1783146856.831,167,167,35863,3,1,22425,5,-9,-154,2,-1,-3,98590,2354,7386,482,0xf,False,0x0
1783146857.057,168,168,36088,3,1,22369,3,-14,-68,-2,2,-4,98598,2354,7386,506,0xf,False,0x0
1783146857.258,169,169,36289,3,1,22309,-3,18,-127,5,-1,-4,98605,2355,7386,518,0xf,False,0x0
1783146857.482,170,170,36514,3,1,22225,-24,25,-95,-4,2,-3,98613,2355,7386,506,0xf,False,0x0
1783146857.908,172,172,36940,3,1,22094,2,-32,-106,-2,0,-3,98628,2356,7386,487,0xf,False,0x0
1783146858.109,173,173,37140,3,1,22038,-40,10,-54,-5,-2,-1,98635,2356,7386,487,0xf,False,0x0
1783146858.372,174,174,37404,3,1,21966,35,57,-112,1,-4,5,98645,2357,7386,509,0xf,False,0x0
1783146858.590,175,175,37621,3,1,21911,-32,-3,-43,-3,-4,0,98653,2357,7385,499,0xf,False,0x0
1783146859.012,177,177,38044,3,1,21770,12,-40,-100,4,-2,5,98668,2358,7385,513,0xf,False,0x0
1783146859.213,178,178,38244,3,1,21704,40,-16,-57,3,1,0,98676,2358,7385,520,0xf,False,0x0
1783146859.414,179,179,38445,3,1,21650,-33,-55,-131,-3,-5,4,98683,2359,7385,489,0xf,False,0x0
1783146859.614,180,180,38646,3,1,21606,2,16,-111,5,4,-4,98690,2359,7385,503,0xf,False,0x0
1783146859.815,181,181,38846,3,1,21547,46,26,-63,-4,-2,-2,98698,2360,7385,519,0xf,False,0x0
1783146860.016,182,182,39047,3,1,21474,-54,-43,-78,-5,-4,-4,98705,2360,7385,502,0xf,False,0x0
1783146860.228,183,183,39260,3,1,21389,22,-24,-138,5,4,-4,98713,2360,7385,485,0xf,False,0x0
1783146860.429,184,184,39460,3,1,21335,47,-9,-48,-2,-3,5,98721,2361,7385,485,0xf,False,0x0
1783146860.662,185,185,39693,3,1,21276,-13,15,-76,4,3,-3,98729,2361,7385,516,0xf,False,0x0
1783146860.862,186,186,39894,3,1,21200,-3,-36,-126,-1,-3,-3,98737,2362,7385,501,0xf,False,0x0
1783146861.110,187,187,40141,3,1,21119,17,-35,-69,-4,-3,-2,98746,2362,7384,498,0xf,False,0x0
1783146861.310,188,188,40342,3,1,21056,-15,-28,-62,1,3,4,98753,2363,7384,496,0xf,False,0x0
1783146861.586,189,189,40617,3,1,20991,4,-32,-106,2,2,-3,98764,2363,7384,507,0xf,False,0x0
1783146861.787,190,190,40818,3,1,20931,-34,-16,-88,1,1,-2,98771,2363,7384,487,0xf,False,0x0
1783146862.047,191,191,41078,3,1,20835,-6,8,-80,0,3,4,98781,2364,7384,486,0xf,False,0x0
1783146862.248,192,192,41279,3,1,20780,-22,-30,-93,3,-5,4,98789,2364,7384,498,0xf,False,0x0
1783146862.477,193,193,41508,3,1,20709,-47,-36,-108,-5,3,1,98798,2365,7384,517,0xf,False,0x0
1783146862.677,194,194,41708,3,1,20635,-56,28,-101,2,-2,-2,98805,2365,7384,513,0xf,False,0x0
1783146862.904,195,195,41935,3,1,20582,-52,-60,-103,0,1,2,98814,2366,7384,519,0xf,False,0x0
1783146863.104,196,196,42136,3,1,20520,4,54,-43,1,1,5,98822,2366,7384,516,0xf,False,0x0
1783146863.364,197,197,42395,3,1,20437,19,-35,-56,3,-5,-4,98832,2367,7384,503,0xf,False,0x0
1783146863.564,198,198,42596,3,1,20350,32,-10,-125,-5,-1,1,98839,2367,7383,518,0xf,False,0x0
1783146863.807,199,199,42839,3,1,20312,-40,-29,-108,-1,2,-2,98849,2368,7383,498,0xf,False,0x0
1783146864.008,200,200,43039,3,1,20231,20,-55,-109,-1,-4,-4,98856,2368,7383,494,0xf,False,0x0
1783146864.249,201,201,43281,3,1,20143,-44,15,-44,-4,-2,0,98866,2369,7383,494,0xf,False,0x0
1783146864.450,202,202,43481,3,1,20096,-50,44,-129,4,-1,-3,98874,2369,7383,491,0xf,False,0x0
1783146864.886,204,204,43917,3,1,19933,6,-33,-143,2,2,5,98891,2370,7383,496,0xf,False,0x0
1783146865.170,205,205,44202,3,1,19839,12,-39,-66,5,4,-5,98902,2370,7383,500,0xf,False,0x0
1783146865.377,206,206,44408,3,1,19781,10,-18,-115,-1,-2,4,98910,2371,7383,503,0xf,False,0x0
1783146865.577,207,207,44608,3,1,19737,26,21,-117,-4,-4,3,98918,2371,7383,502,0xf,False,0x0
1783146865.786,208,208,44818,3,1,19650,-44,-56,-56,4,4,4,98926,2372,7383,484,0xf,False,0x0
1783146865.987,209,209,45018,3,1,19611,17,7,-91,-2,-3,-5,98934,2372,7382,486,0xf,False,0x0
1783146866.195,210,210,45227,3,1,19517,28,-21,-51,-2,2,-3,98943,2373,7382,494,0xf,False,0x0
1783146866.396,211,211,45427,3,1,19474,57,11,-63,-3,-5,4,98951,2373,7382,507,0xf,False,0x0
1783146866.657,212,212,45688,3,1,19388,6,55,-121,1,-5,5,98961,2374,7382,505,0xf,False,0x0
1783146866.857,213,213,45889,3,1,19303,-5,-47,-111,-5,-3,3,98969,2374,7382,489,0xf,False,0x0
1783146867.105,214,214,46136,3,1,19221,-7,39,-150,1,1,4,98979,2375,7382,520,0xf,False,0x0
1783146867.306,215,215,46337,3,1,19162,-6,-15,-155,-3,4,5,98987,2375,7382,520,0xf,False,0x0
1783146867.509,216,216,46540,3,1,19088,-15,33,-117,1,2,1,98996,2375,7382,487,0xf,False,0x0
1783146867.712,217,217,46744,3,1,19003,-36,40,-105,5,-2,3,99004,2376,7382,516,0xf,False,0x0
1783146867.913,218,218,46945,3,1,18950,13,15,-95,-3,-4,5,99012,2376,7382,510,0xf,False,0x0
1783146868.124,219,219,47155,3,1,18886,19,-28,-151,2,-2,-4,99021,2377,7382,490,0xf,False,0x0
1783146868.324,220,220,47356,3,1,18806,48,20,-63,2,4,-2,99029,2377,7382,489,0xf,False,0x0
1783146868.579,221,221,47611,3,1,18730,-51,-60,-130,0,-4,3,99040,2378,7381,499,0xf,False,0x0
1783146868.780,222,222,47811,3,1,18669,0,-27,-51,-4,-4,-4,99048,2378,7381,506,0xf,False,0x0
1783146869.010,223,223,48042,3,1,18594,-51,0,-60,3,-2,-2,99057,2379,7381,498,0xf,False,0x0
1783146869.486,225,225,48517,3,1,18433,40,17,-107,-3,4,5,99077,2380,7381,501,0xf,False,0x0
1783146869.687,226,226,48718,3,1,18353,55,23,-101,-1,0,-1,99086,2380,7381,501,0xf,False,0x0
1783146869.909,227,227,48940,3,1,18280,-37,39,-97,4,3,5,99095,2381,7381,503,0xf,False,0x0
1783146870.110,228,228,49141,3,1,18218,-16,23,-56,2,1,-5,99104,2381,7381,500,0xf,False,0x0
1783146870.358,229,229,49389,3,1,18116,42,37,-76,3,-2,2,99114,2382,7381,499,0xf,False,0x0
1783146870.559,230,230,49590,3,1,18047,-41,-53,-78,-3,-4,5,99123,2382,7381,493,0xf,False,0x0
1783146870.803,231,231,49834,3,1,17945,35,-51,-55,1,5,5,99133,2383,7381,496,0xf,False,0x0
1783146871.003,232,232,50035,3,1,17883,30,-29,-110,-4,-5,5,99142,2383,7380,495,0xf,False,0x0
1783146871.247,233,233,50278,3,1,17796,-51,-39,-59,3,3,3,99152,2384,7380,498,0xf,False,0x0
1783146871.480,234,234,50512,3,1,17703,-26,0,-95,-3,4,4,99162,2384,7380,502,0xf,False,0x0
1783146871.681,235,235,50713,3,1,17664,-23,-30,-109,3,3,-1,99171,2385,7380,503,0xf,False,0x0
1783146871.882,236,236,50913,3,1,17594,27,-54,-69,-5,-3,5,99180,2385,7380,487,0xf,False,0x0
1783146872.083,237,237,51114,3,1,17507,41,44,-137,-5,5,1,99188,2386,7380,505,0xf,False,0x0
1783146872.283,238,238,51315,3,1,17451,26,34,-65,5,2,0,99197,2386,7380,517,0xf,False,0x0
1783146872.484,239,239,51515,3,1,17359,-49,-44,-105,-1,3,-1,99206,2387,7380,506,0xf,False,0x0
1783146872.724,240,240,51755,3,1,17289,9,58,-136,2,-3,1,99217,2387,7380,517,0xf,False,0x0
1783146872.924,241,241,51956,3,1,17217,-56,-13,-81,4,0,3,99225,2388,7380,494,0xf,False,0x0
1783146873.166,242,242,52198,3,1,17107,40,27,-120,2,3,-1,99236,2388,7380,514,0xf,False,0x0
1783146873.367,243,243,52398,3,1,17056,25,-38,-83,3,-1,-3,99245,2389,7380,494,0xf,False,0x0
1783146873.609,244,244,52640,3,1,16965,41,17,-142,4,-3,3,99256,2389,7379,520,0xf,False,0x0
1783146873.810,245,245,52841,3,1,16868,-18,56,-96,1,3,0,99265,2390,7379,501,0xf,False,0x0
1783146874.228,247,247,53260,3,1,16736,-7,22,-114,5,-4,2,99284,2391,7379,511,0xf,False,0x0
1783146874.489,248,248,53520,3,1,16616,-54,26,-36,-2,-5,4,99296,2391,7379,496,0xf,False,0x0
1783146874.689,249,249,53721,3,1,16566,-32,-12,-66,0,3,4,99305,2392,7379,484,0xf,False,0x0
1783146874.925,250,250,53957,3,1,16452,26,-10,-43,1,3,-1,99316,2392,7379,504,0xf,False,0x0
1783146875.126,251,251,54157,3,1,16378,-3,-17,-89,5,1,5,99325,2393,7379,481,0xf,False,0x0
1783146875.346,252,252,54377,3,1,16308,-37,-56,-103,-1,0,1,99335,2394,7379,512,0xf,False,0x0
1783146875.546,253,253,54578,3,1,16217,-12,10,-134,-1,3,-5,99344,2394,7379,498,0xf,False,0x0
