rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783145795.080,56,56,11402,2,0,8181,-59,-29,2931,-1,2,5,100325,2446,7396,494,0xf,False,0x0
1783145795.281,57,57,11602,2,0,9262,-8,-55,3080,-5,-4,3,100196,2439,7396,500,0xf,False,0x0
1783145795.484,58,58,11806,2,0,10290,48,22,3239,5,-3,0,100070,2433,7396,504,0xf,False,0x0
1783145795.684,59,59,12006,2,0,11271,0,24,3339,3,-4,2,99949,2426,7396,506,0xf,False,0x0
1783145795.889,60,60,12211,2,0,12244,47,5,3468,-2,2,3,99829,2420,7396,497,0xf,False,0x0
1783145796.090,61,61,12411,2,0,13200,17,60,3483,-4,-4,-4,99716,2414,7396,490,0xf,False,0x0
1783145796.301,62,62,12623,2,0,14149,56,4,3542,5,1,-4,99600,2408,7395,504,0xf,False,0x0
1783145796.502,63,63,12824,2,0,14993,50,-49,3444,-1,5,2,99494,2402,7395,505,0xf,False,0x0
1783145796.728,64,64,13050,2,0,15954,1,-56,3398,-3,-1,3,99379,2396,7395,485,0xf,False,0x0
1783145796.929,65,65,13251,2,0,16739,56,-3,3241,5,1,0,99281,2391,7395,511,0xf,False,0x0
1783145797.132,66,66,13453,2,0,17531,-10,-5,3106,-5,-1,4,99185,2386,7395,494,0xf,False,0x0
1783145797.575,68,68,13897,2,0,19142,-22,-26,2590,-3,-1,-1,98990,2375,7395,520,0xf,False,0x0
1783145797.776,69,69,14097,2,0,19796,43,-11,2372,-3,2,-2,98907,2371,7395,495,0xf,False,0x0
1783145798.003,70,70,14324,2,0,20537,4,-60,2058,5,4,2,98818,2366,7395,506,0xf,False,0x0
1783145798.203,71,71,14525,2,0,21143,-31,-3,1739,-3,-5,0,98743,2362,7395,520,0xf,False,0x0
1783145798.424,72,72,14745,2,0,21808,-43,-53,1433,5,2,2,98665,2358,7395,504,0xf,False,0x0
1783145798.624,73,73,14946,2,0,22335,-43,-22,1101,4,0,4,98598,2354,7395,509,0xf,False,0x0
1783145798.838,74,74,15160,2,0,22914,-25,-49,-246,-4,4,-4,98530,2351,7394,514,0xf,False,0x0
1783145799.039,75,75,15361,2,0,23392,17,-21,-219,0,-3,4,98471,2347,7394,501,0xf,False,0x0
1783145799.247,76,76,15569,2,0,23884,45,20,-269,4,4,-3,98413,2344,7394,495,0xf,False,0x0
1783145799.448,77,77,15770,2,0,24283,-10,-11,-245,-4,2,2,98361,2342,7394,485,0xf,False,0x0
1783145799.660,78,78,15982,2,0,24692,20,36,-274,-4,-5,-1,98310,2339,7394,518,0xf,False,0x0
1783145800.073,80,80,16394,2,0,25414,-29,42,-345,5,5,-2,98223,2334,7394,508,0xf,False,0x0
1783145800.273,81,81,16595,2,0,25722,29,33,-353,-3,5,-5,98186,2332,7394,492,0xf,False,0x0
1783145800.690,83,83,17012,2,0,26250,19,-49,-335,5,5,0,98121,2329,7394,491,0xf,False,0x0
1783145801.059,84,84,17381,2,0,26620,-46,-13,-430,2,-2,2,98076,2326,7394,489,0xf,False,0x0
1783145801.259,85,85,17581,2,0,26771,4,52,-405,1,5,0,98058,2325,7393,515,0xf,False,0x0
1783145801.459,86,86,17781,2,0,26883,28,-28,-418,1,4,-4,98043,2325,7393,506,0xf,False,0x0
1783145801.729,87,87,18051,2,0,27023,23,21,-443,1,4,5,98028,2324,7393,516,0xf,False,0x0
1783145801.931,88,88,18253,2,0,27081,53,9,-496,-2,-1,-2,98021,2324,7393,502,0xf,False,0x0
1783145802.132,89,89,18454,2,0,27080,18,14,-507,2,3,4,98018,2323,7393,502,0xf,False,0x0
1783145802.337,90,90,18659,3,1,27055,-14,-14,-51,0,4,-5,98023,2324,7393,484,0xf,False,0x0
1783145802.537,91,91,18859,3,1,27029,-34,14,-126,4,-4,1,98029,2324,7393,508,0xf,False,0x0
1783145802.744,92,92,19066,3,1,26953,5,59,-62,1,2,-1,98035,2324,7393,491,0xf,False,0x0
1783145802.945,93,93,19266,3,1,26897,-13,4,-105,3,3,-3,98042,2325,7393,501,0xf,False,0x0
1783145803.149,94,94,19471,3,1,26844,-33,38,-132,-5,-5,1,98048,2325,7393,503,0xf,False,0x0
1783145803.367,95,95,19689,3,1,26810,-9,32,-137,0,3,-5,98055,2325,7393,519,0xf,False,0x0
1783145803.828,96,96,20150,3,1,26683,13,24,-47,5,-5,-4,98069,2326,7392,496,0xf,False,0x0
1783145804.067,97,97,20389,3,1,26633,21,-33,-64,-1,5,-2,98076,2326,7392,504,0xf,False,0x0
1783145804.273,98,98,20595,3,1,26583,35,-7,-136,0,-2,0,98083,2327,7392,516,0xf,False,0x0
1783145804.510,99,99,20832,3,1,26531,-58,-17,-99,4,0,-1,98090,2327,7392,494,0xf,False,0x0
1783145804.808,100,100,21130,3,1,26421,-48,-56,-91,-1,0,-5,98099,2328,7392,500,0xf,False,0x0
1783145805.289,102,102,21611,3,1,26309,23,52,-119,1,-5,-5,98114,2328,7392,511,0xf,False,0x0
1783145805.534,103,103,21855,3,1,26252,-47,-10,-130,-2,-1,5,98122,2329,7392,485,0xf,False,0x0
1783145805.828,104,104,22150,3,1,26154,0,-42,-86,5,1,-4,98131,2329,7392,520,0xf,False,0x0
1783145806.029,105,105,22351,3,1,26141,-36,9,-140,2,-3,-2,98137,2330,7392,485,0xf,False,0x0
1783145806.234,106,106,22556,3,1,26068,-48,42,-147,-5,3,-3,98144,2330,7391,499,0xf,False,0x0
1783145806.435,107,107,22756,3,1,26018,-12,-18,-119,3,4,-3,98150,2330,7391,505,0xf,False,0x0
1783145806.640,108,108,22961,3,1,25982,52,8,-79,-1,4,2,98157,2331,7391,489,0xf,False,0x0
1783145806.840,109,109,23162,3,1,25918,-26,19,-71,-1,5,4,98163,2331,7391,482,0xf,False,0x0
1783145807.042,110,110,23364,3,1,25858,-15,40,-87,-1,2,-2,98170,2331,7391,520,0xf,False,0x0
1783145807.242,111,111,23564,3,1,25811,-5,19,-72,-5,5,-1,98176,2332,7391,483,0xf,False,0x0
1783145807.443,112,112,23764,3,1,25746,29,-31,-81,-1,-5,2,98182,2332,7391,482,0xf,False,0x0
1783145807.644,113,113,23965,3,1,25708,9,40,-146,3,-4,-4,98189,2332,7391,513,0xf,False,0x0
1783145807.845,114,114,24167,3,1,25655,38,-37,-50,-4,-3,5,98195,2333,7391,513,0xf,False,0x0
1783145808.046,115,115,24368,3,1,25581,10,-13,-104,5,5,-5,98202,2333,7391,504,0xf,False,0x0
1783145808.247,116,116,24569,3,1,25526,25,-7,-150,3,-5,0,98208,2333,7391,507,0xf,False,0x0
1783145808.447,117,117,24769,3,1,25504,-9,-26,-93,-1,-4,5,98214,2334,7391,482,0xf,False,0x0
1783145808.648,118,118,24970,3,1,25443,-52,-8,-46,-1,1,-4,98221,2334,7391,490,0xf,False,0x0
1783145808.848,119,119,25170,3,1,25371,-41,-18,-77,-4,-2,5,98227,2334,7390,487,0xf,False,0x0
1783145809.050,120,120,25372,3,1,25341,43,-6,-68,-3,-2,-2,98234,2335,7390,504,0xf,False,0x0
1783145809.250,121,121,25572,3,1,25276,-25,-35,-63,3,-1,-1,98240,2335,7390,493,0xf,False,0x0
1783145809.454,122,122,25775,3,1,25211,3,-17,-147,-3,2,-5,98247,2336,7390,494,0xf,False,0x0
1783145809.654,123,123,25976,3,1,25187,-34,7,-112,-2,2,0,98253,2336,7390,504,0xf,False,0x0
1783145809.872,124,124,26194,3,1,25131,6,6,-59,2,-1,3,98260,2336,7390,514,0xf,False,0x0
1783145810.073,125,125,26394,3,1,25050,-31,-59,-91,-2,-3,4,98267,2337,7390,517,0xf,False,0x0
1783145810.313,126,126,26635,3,1,25013,-27,-4,-100,-3,-3,-1,98275,2337,7390,509,0xf,False,0x0
1783145810.514,127,127,26835,3,1,24963,-7,46,-43,0,-3,0,98281,2337,7390,520,0xf,False,0x0
1783145810.769,128,128,27091,3,1,24860,-24,-56,-156,3,1,1,98290,2338,7390,489,0xf,False,0x0
1783145810.970,129,129,27291,3,1,24801,54,2,-128,-3,5,-3,98296,2338,7390,503,0xf,False,0x0
1783145811.193,130,130,27515,3,1,24764,46,-20,-51,-3,-2,-2,98304,2339,7389,480,0xf,False,0x0
1783145811.393,131,131,27715,3,1,24688,-14,0,-57,1,-4,5,98310,2339,7389,491,0xf,False,0x0
1783145811.615,132,132,27936,3,1,24628,-17,51,-142,2,5,-4,98318,2339,7389,490,0xf,False,0x0
1783145811.819,133,133,28141,3,1,24584,23,32,-109,4,1,-5,98324,2340,7389,514,0xf,False,0x0
1783145812.055,134,134,28377,3,1,24532,-50,-43,-114,-2,-1,-5,98332,2340,7389,489,0xf,False,0x0
1783145812.256,135,135,28577,3,1,24485,42,26,-98,-2,4,-3,98339,2340,7389,519,0xf,False,0x0
1783145812.504,136,136,28826,3,1,24386,20,12,-133,-5,-2,5,98347,2341,7389,500,0xf,False,0x0
1783145812.705,137,137,29027,3,1,24339,38,2,-132,-4,-5,-1,98354,2341,7389,484,0xf,False,0x0
1783145812.922,138,138,29244,3,1,24295,-28,-29,-94,-4,2,3,98361,2342,7389,482,0xf,False,0x0
1783145813.122,139,139,29444,3,1,24234,-58,-27,-137,-3,-5,1,98368,2342,7389,485,0xf,False,0x0
1783145813.341,140,140,29663,3,1,24166,-42,-46,-91,1,-5,-3,98375,2342,7389,492,0xf,False,0x0
1783145813.542,141,141,29864,3,1,24107,31,-32,-97,0,-1,5,98382,2343,7389,503,0xf,False,0x0
1783145813.772,142,142,30094,3,1,24036,-48,-1,-135,-2,-4,4,98390,2343,7388,493,0xf,False,0x0
1783145813.972,143,143,30294,3,1,24006,-58,-15,-84,-3,2,-3,98396,2343,7388,509,0xf,False,0x0
1783145814.187,144,144,30509,3,1,23953,-60,-3,-67,-2,-1,1,98404,2344,7388,480,0xf,False,0x0
1783145814.388,145,145,30710,3,1,23873,33,-38,-99,1,-3,0,98410,2344,7388,505,0xf,False,0x0
1783145814.631,146,146,30953,3,1,23827,-19,25,-97,3,4,5,98419,2345,7388,505,0xf,False,0x0
1783145814.831,147,147,31153,3,1,23773,-16,-25,-131,-3,3,-2,98425,2345,7388,498,0xf,False,0x0
1783145815.040,148,148,31362,3,1,23715,-2,51,-153,-1,5,-5,98433,2345,7388,520,0xf,False,0x0
1783145815.240,149,149,31562,3,1,23664,-42,-58,-58,-4,-2,-4,98439,2346,7388,505,0xf,False,0x0
1783145815.485,150,150,31807,3,1,23599,-18,-3,-124,-3,-4,5,98448,2346,7388,483,0xf,False,0x0
1783145815.686,151,151,32008,3,1,23508,-4,8,-135,4,1,1,98455,2347,7388,503,0xf,False,0x0
1783145815.913,152,152,32234,3,1,23447,25,-19,-63,1,-5,5,98462,2347,7388,500,0xf,False,0x0
1783145816.113,153,153,32435,3,1,23405,37,46,-76,1,2,-1,98469,2347,7388,520,0xf,False,0x0
1783145816.347,154,154,32669,3,1,23324,-8,55,-72,1,-2,2,98477,2348,7387,520,0xf,False,0x0
1783145816.547,155,155,32869,3,1,23267,39,-3,-80,3,5,1,98484,2348,7387,506,0xf,False,0x0
1783145816.798,156,156,33120,3,1,23210,-12,52,-135,-2,-5,-3,98493,2349,7387,491,0xf,False,0x0
1783145816.999,157,157,33321,3,1,23152,-3,-24,-88,3,-3,3,98500,2349,7387,491,0xf,False,0x0
1783145817.242,158,158,33563,3,1,23096,50,48,-107,0,2,3,98508,2349,7387,499,0xf,False,0x0
1783145817.442,159,159,33764,3,1,23008,-9,56,-59,-4,0,-1,98515,2350,7387,486,0xf,False,0x0
1783145817.651,160,160,33973,3,1,22981,45,-27,-44,-5,4,-1,98523,2350,7387,514,0xf,False,0x0
1783145817.852,161,161,34174,3,1,22895,19,32,-145,-5,-2,4,98530,2351,7387,493,0xf,False,0x0
1783145818.067,162,162,34389,3,1,22848,-10,0,-63,-4,-4,-1,98537,2351,7387,514,0xf,False,0x0
1783145818.268,163,163,34589,3,1,22805,-44,-22,-85,0,0,-4,98544,2351,7387,501,0xf,False,0x0
1783145818.511,164,164,34832,3,1,22711,30,58,-77,-2,4,-1,98553,2352,7387,499,0xf,False,0x0
1783145818.711,165,165,35033,3,1,22666,-2,-13,-60,-1,0,-1,98560,2352,7386,496,0xf,False,0x0
1783145818.946,166,166,35268,3,1,22583,39,12,-159,5,0,1,98568,2353,7386,518,0xf,False,0x0
1783145819.147,167,167,35469,3,1,22516,17,50,-131,-5,-5,-1,98576,2353,7386,518,0xf,False,0x0
1783145819.351,168,168,35673,3,1,22457,-25,-40,-106,3,-2,2,98583,2353,7386,519,0xf,False,0x0
1783145819.551,169,169,35873,3,1,22431,46,55,-41,-2,1,-5,98590,2354,7386,503,0xf,False,0x0
1783145819.774,170,170,36096,3,1,22332,33,-32,-131,-1,4,-1,98598,2354,7386,504,0xf,False,0x0
1783145819.975,171,171,36297,3,1,22299,-45,8,-150,1,2,5,98605,2355,7386,496,0xf,False,0x0
1783145820.203,172,172,36525,3,1,22206,42,-42,-115,-2,0,-2,98613,2355,7386,490,0xf,False,0x0
1783145820.444,173,173,36766,3,1,22157,-41,20,-132,0,-1,0,98622,2356,7386,485,0xf,False,0x0
1783145820.645,174,174,36966,3,1,22077,13,-59,-134,2,4,-1,98629,2356,7386,514,0xf,False,0x0
1783145820.850,175,175,37172,3,1,22036,26,-51,-138,-2,-5,2,98637,2356,7386,486,0xf,False,0x0
1783145821.051,176,176,37373,3,1,21956,14,14,-111,3,-1,3,98644,2357,7386,508,0xf,False,0x0
1783145821.267,177,177,37589,3,1,21920,26,47,-119,1,-5,1,98652,2357,7385,503,0xf,False,0x0
1783145821.468,178,178,37790,3,1,21858,26,44,-133,4,-4,4,98659,2357,7385,488,0xf,False,0x0
1783145821.669,179,179,37991,3,1,21770,41,36,-84,1,5,3,98666,2358,7385,500,0xf,False,0x0
1783145821.870,180,180,38192,3,1,21717,54,-48,-76,-1,-1,2,98674,2358,7385,510,0xf,False,0x0
1783145822.074,181,181,38396,3,1,21682,26,8,-127,-1,-1,1,98681,2359,7385,483,0xf,False,0x0
1783145822.277,182,182,38599,3,1,21616,22,19,-52,-4,4,5,98689,2359,7385,511,0xf,False,0x0
1783145822.478,183,183,38799,3,1,21551,59,-47,-108,2,5,5,98696,2359,7385,500,0xf,False,0x0
1783145822.680,184,184,39001,3,1,21492,-55,-32,-83,-4,0,2,98704,2360,7385,519,0xf,False,0x0
1783145822.881,185,185,39202,3,1,21417,-49,5,-59,-2,-3,-4,98711,2360,7385,499,0xf,False,0x0
1783145823.081,186,186,39403,3,1,21369,-7,-10,-97,-5,-2,-2,98718,2361,7385,482,0xf,False,0x0
1783145823.288,187,187,39610,3,1,21316,14,15,-120,0,5,-2,98726,2361,7385,488,0xf,False,0x0
1783145823.489,188,188,39811,3,1,21241,-26,13,-128,0,-4,-4,98734,2361,7385,518,0xf,False,0x0
1783145823.721,189,189,40043,3,1,21185,-12,-35,-134,-5,4,-5,98742,2362,7384,494,0xf,False,0x0
1783145823.922,190,190,40243,3,1,21094,43,11,-94,5,2,0,98750,2362,7384,485,0xf,False,0x0
1783145824.152,191,191,40474,3,1,21050,-22,-20,-128,-5,-1,-1,98758,2363,7384,498,0xf,False,0x0
1783145824.352,192,192,40674,3,1,20983,-21,-12,-120,2,2,-1,98766,2363,7384,483,0xf,False,0x0
1783145824.573,193,193,40895,3,1,20884,51,-24,-130,-5,-5,-4,98774,2364,7384,505,0xf,False,0x0
1783145824.774,194,194,41095,3,1,20849,4,22,-92,1,3,3,98782,2364,7384,505,0xf,False,0x0
1783145824.986,195,195,41308,3,1,20775,23,26,-96,4,5,5,98790,2364,7384,520,0xf,False,0x0
1783145825.188,196,196,41509,3,1,20695,23,-11,-105,-4,-5,-3,98798,2365,7384,515,0xf,False,0x0
1783145825.408,197,197,41730,3,1,20623,6,38,-103,3,4,-5,98806,2365,7384,505,0xf,False,0x0
1783145825.608,198,198,41930,3,1,20572,-32,53,-127,5,-2,0,98814,2366,7384,487,0xf,False,0x0
1783145825.862,199,199,42184,3,1,20506,5,30,-82,-1,3,-2,98823,2366,7384,519,0xf,False,0x0
1783145826.063,200,200,42384,3,1,20455,42,18,-132,1,-3,1,98831,2367,7384,502,0xf,False,0x0
1783145826.288,201,201,42610,3,1,20380,28,-31,-99,3,4,1,98840,2367,7383,509,0xf,False,0x0
1783145826.489,202,202,42810,3,1,20296,-6,-52,-54,-1,4,3,98848,2368,7383,520,0xf,False,0x0
1783145826.693,203,203,43015,3,1,20219,2,59,-87,-1,0,5,98856,2368,7383,496,0xf,False,0x0
1783145826.893,204,204,43215,3,1,20156,46,13,-105,4,2,1,98863,2368,7383,503,0xf,False,0x0
1783145827.108,205,205,43430,3,1,20086,-4,28,-130,3,2,-2,98872,2369,7383,490,0xf,False,0x0
1783145827.309,206,206,43631,3,1,20042,-33,-51,-102,-1,4,-2,98880,2369,7383,494,0xf,False,0x0
1783145827.537,207,207,43859,3,1,19979,-48,9,-127,2,4,-4,98888,2370,7383,480,0xf,False,0x0
1783145827.737,208,208,44059,3,1,19899,-9,-32,-125,4,-2,-1,98896,2370,7383,520,0xf,False,0x0
1783145827.947,209,209,44269,3,1,19829,24,-55,-72,-4,3,-4,98905,2371,7383,504,0xf,False,0x0
1783145828.147,210,210,44469,3,1,19757,-51,-6,-98,2,-4,5,98913,2371,7383,506,0xf,False,0x0
1783145828.577,212,212,44899,3,1,19638,-21,46,-46,4,4,-2,98930,2372,7383,516,0xf,False,0x0
1783145828.782,213,213,45104,3,1,19572,-52,24,-59,-4,5,5,98938,2372,7382,508,0xf,False,0x0
1783145828.983,214,214,45305,3,1,19510,47,-55,-109,-1,-2,-4,98946,2373,7382,480,0xf,False,0x0
1783145829.193,215,215,45515,3,1,19424,-40,-45,-99,-1,-5,-5,98954,2373,7382,512,0xf,False,0x0
1783145829.394,216,216,45715,3,1,19360,46,-10,-60,0,-2,1,98962,2374,7382,510,0xf,False,0x0
1783145829.633,217,217,45955,3,1,19264,-45,-54,-134,-4,-4,2,98972,2374,7382,487,0xf,False,0x0
1783145829.833,218,218,46155,3,1,19204,0,59,-80,4,2,4,98980,2375,7382,491,0xf,False,0x0
1783145830.044,219,219,46366,3,1,19147,8,32,-117,4,-1,-2,98989,2375,7382,519,0xf,False,0x0
1783145830.245,220,220,46567,3,1,19092,-3,-21,-142,-2,-4,4,98997,2375,7382,493,0xf,False,0x0
1783145830.471,221,221,46793,3,1,19014,29,14,-113,3,3,-1,99006,2376,7382,508,0xf,False,0x0
1783145830.907,223,223,47228,3,1,18878,-30,-49,-74,-1,5,-3,99024,2377,7382,497,0xf,False,0x0
1783145831.107,224,224,47429,3,1,18785,-14,-21,-43,-2,-1,-1,99032,2377,7382,488,0xf,False,0x0
1783145831.315,225,225,47637,3,1,18713,-21,-59,-80,4,-2,-4,99041,2378,7381,500,0xf,False,0x0
1783145831.516,226,226,47837,3,1,18644,-51,37,-103,4,-3,-3,99049,2378,7381,488,0xf,False,0x0
1783145831.748,227,227,48070,3,1,18564,50,-59,-74,3,-4,-4,99059,2379,7381,518,0xf,False,0x0
1783145831.948,228,228,48270,3,1,18514,-39,44,-138,-5,4,1,99067,2379,7381,518,0xf,False,0x0
1783145832.186,229,229,48508,3,1,18414,-6,9,-80,-3,-2,5,99077,2380,7381,484,0xf,False,0x0
1783145832.386,230,230,48708,3,1,18342,-12,-47,-46,2,2,-5,99085,2380,7381,516,0xf,False,0x0
1783145832.592,231,231,48914,3,1,18285,42,-32,-56,0,2,-5,99094,2381,7381,486,0xf,False,0x0
1783145832.793,232,232,49115,3,1,18228,-5,50,-59,-3,-2,-5,99102,2381,7381,515,0xf,False,0x0
1783145833.013,233,233,49334,3,1,18146,-18,16,-117,-1,0,-1,99112,2382,7381,509,0xf,False,0x0
1783145833.213,234,234,49535,3,1,18067,-20,-15,-48,-2,3,2,99120,2382,7381,499,0xf,False,0x0
1783145833.452,235,235,49774,3,1,17999,-29,-20,-52,-1,-2,5,99130,2383,7381,484,0xf,False,0x0
1783145833.653,236,236,49974,3,1,17931,49,-27,-130,4,-5,2,99139,2383,7381,492,0xf,False,0x0
1783145833.916,237,237,50237,3,1,17840,-1,54,-81,5,0,3,99150,2384,7380,489,0xf,False,0x0
1783145834.116,238,238,50438,3,1,17755,26,50,-123,-1,2,-3,99159,2384,7380,505,0xf,False,0x0
1783145834.338,239,239,50659,3,1,17685,28,29,-136,0,1,4,99169,2385,7380,492,0xf,False,0x0
1783145834.538,240,240,50860,3,1,17591,-30,46,-77,2,0,5,99177,2385,7380,520,0xf,False,0x0
1783145834.805,241,241,51127,3,1,17521,42,57,-55,0,-4,-3,99189,2386,7380,503,0xf,False,0x0
1783145835.006,242,242,51328,3,1,17425,-51,11,-117,1,-2,-2,99198,2386,7380,488,0xf,False,0x0
1783145835.264,243,243,51585,3,1,17331,-38,-24,-59,2,5,-3,99209,2387,7380,502,0xf,False,0x0
1783145835.464,244,244,51786,3,1,17257,-21,-14,-51,2,5,3,99218,2387,7380,509,0xf,False,0x0
1783145835.720,245,245,52042,3,1,17170,-47,-55,-135,-5,-2,-1,99229,2388,7380,484,0xf,False,0x0
1783145835.921,246,246,52243,3,1,17112,43,-31,-46,3,-3,-2,99238,2388,7380,498,0xf,False,0x0
1783145836.184,247,247,52506,3,1,17019,-20,17,-68,-3,3,0,99250,2389,7379,519,0xf,False,0x0
1783145836.385,248,248,52707,3,1,16936,6,52,-152,-1,5,0,99259,2389,7379,491,0xf,False,0x0
1783145836.593,249,249,52914,3,1,16851,17,-36,-123,-2,1,3,99268,2390,7379,485,0xf,False,0x0
